,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
P370,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],bba,Group: 29
P790,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],bba,Group: 29
P390,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],baa,Group: 29
P610,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],baa,Group: 29
P199,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],bba,Group: 29
P293,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],bba,Group: 29
P328,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],bba,Group: 29
P415,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],bba,Group: 29
P297,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],aab,Group: 29
P784,[2-6],[1-6],[1-6],[1-6],[0-11],[1-9],[1-11],[2-7],[0-6],[0-7],[0-8],[1-5],[0-7],[3-7],[2-8],[1-10],[1-5],[2-7],[0-7],[2-9],[1-9],[2-5],[2-10],[2-9],[4-9],[3-8],[0-6],[0-5],[0-6],[1-6],[0-8],[1-6],[1-6],[0-4],[0-5],[0-5],[1-7],[0-4],[1-5],[0-5],[1-4],[1-6],[0-6],[0-5],[2-8],[2-8],[0-6],[1-7],[1-6],[1-7],[1-8],[1-5],aab,Group: 29
P727,[0-7],[0-5],[0-8],[0-8],[0-7],[0-6],[1-4],[0-7],[0-4],[0-4],[0-4],[0-6],[0-6],[0-8],[0-5],[0-3],[0-5],[0-6],[0-6],[1-6],[1-9],[0-7],[1-5],[1-7],[1-10],[0-10],[0-5],[0-6],[0-6],[0-6],[0-6],[1-8],[0-6],[0-5],[0-11],[1-8],[0-5],[0-5],[0-7],[1-7],[1-5],[1-5],[0-7],[0-7],[0-6],[1-4],[0-8],[1-9],[1-10],[2-8],[0-9],[3-16],aab,Group: 30
P746,[0-7],[0-5],[0-8],[0-8],[0-7],[0-6],[1-4],[0-7],[0-4],[0-4],[0-4],[0-6],[0-6],[0-8],[0-5],[0-3],[0-5],[0-6],[0-6],[1-6],[1-9],[0-7],[1-5],[1-7],[1-10],[0-10],[0-5],[0-6],[0-6],[0-6],[0-6],[1-8],[0-6],[0-5],[0-11],[1-8],[0-5],[0-5],[0-7],[1-7],[1-5],[1-5],[0-7],[0-7],[0-6],[1-4],[0-8],[1-9],[1-10],[2-8],[0-9],[3-16],aab,Group: 30
P312,[0-7],[0-5],[0-8],[0-8],[0-7],[0-6],[1-4],[0-7],[0-4],[0-4],[0-4],[0-6],[0-6],[0-8],[0-5],[0-3],[0-5],[0-6],[0-6],[1-6],[1-9],[0-7],[1-5],[1-7],[1-10],[0-10],[0-5],[0-6],[0-6],[0-6],[0-6],[1-8],[0-6],[0-5],[0-11],[1-8],[0-5],[0-5],[0-7],[1-7],[1-5],[1-5],[0-7],[0-7],[0-6],[1-4],[0-8],[1-9],[1-10],[2-8],[0-9],[3-16],abb,Group: 30
P736,[0-7],[0-5],[0-8],[0-8],[0-7],[0-6],[1-4],[0-7],[0-4],[0-4],[0-4],[0-6],[0-6],[0-8],[0-5],[0-3],[0-5],[0-6],[0-6],[1-6],[1-9],[0-7],[1-5],[1-7],[1-10],[0-10],[0-5],[0-6],[0-6],[0-6],[0-6],[1-8],[0-6],[0-5],[0-11],[1-8],[0-5],[0-5],[0-7],[1-7],[1-5],[1-5],[0-7],[0-7],[0-6],[1-4],[0-8],[1-9],[1-10],[2-8],[0-9],[3-16],abb,Group: 30
P345,[0-7],[0-5],[0-8],[0-8],[0-7],[0-6],[1-4],[0-7],[0-4],[0-4],[0-4],[0-6],[0-6],[0-8],[0-5],[0-3],[0-5],[0-6],[0-6],[1-6],[1-9],[0-7],[1-5],[1-7],[1-10],[0-10],[0-5],[0-6],[0-6],[0-6],[0-6],[1-8],[0-6],[0-5],[0-11],[1-8],[0-5],[0-5],[0-7],[1-7],[1-5],[1-5],[0-7],[0-7],[0-6],[1-4],[0-8],[1-9],[1-10],[2-8],[0-9],[3-16],aab,Group: 30
P768,[0-7],[0-5],[0-8],[0-8],[0-7],[0-6],[1-4],[0-7],[0-4],[0-4],[0-4],[0-6],[0-6],[0-8],[0-5],[0-3],[0-5],[0-6],[0-6],[1-6],[1-9],[0-7],[1-5],[1-7],[1-10],[0-10],[0-5],[0-6],[0-6],[0-6],[0-6],[1-8],[0-6],[0-5],[0-11],[1-8],[0-5],[0-5],[0-7],[1-7],[1-5],[1-5],[0-7],[0-7],[0-6],[1-4],[0-8],[1-9],[1-10],[2-8],[0-9],[3-16],aab,Group: 30
P599,[0-7],[0-5],[0-8],[0-8],[0-7],[0-6],[1-4],[0-7],[0-4],[0-4],[0-4],[0-6],[0-6],[0-8],[0-5],[0-3],[0-5],[0-6],[0-6],[1-6],[1-9],[0-7],[1-5],[1-7],[1-10],[0-10],[0-5],[0-6],[0-6],[0-6],[0-6],[1-8],[0-6],[0-5],[0-11],[1-8],[0-5],[0-5],[0-7],[1-7],[1-5],[1-5],[0-7],[0-7],[0-6],[1-4],[0-8],[1-9],[1-10],[2-8],[0-9],[3-16],abb,Group: 30
P344,[0-7],[0-5],[0-8],[0-8],[0-7],[0-6],[1-4],[0-7],[0-4],[0-4],[0-4],[0-6],[0-6],[0-8],[0-5],[0-3],[0-5],[0-6],[0-6],[1-6],[1-9],[0-7],[1-5],[1-7],[1-10],[0-10],[0-5],[0-6],[0-6],[0-6],[0-6],[1-8],[0-6],[0-5],[0-11],[1-8],[0-5],[0-5],[0-7],[1-7],[1-5],[1-5],[0-7],[0-7],[0-6],[1-4],[0-8],[1-9],[1-10],[2-8],[0-9],[3-16],abb,Group: 30
P296,[0-8],[0-8],[2-8],[0-8],[0-6],[2-8],[2-6],[1-12],[1-7],[1-9],[1-8],[1-6],[1-9],[1-8],[1-8],[1-7],[0-4],[1-7],[0-8],[2-10],[0-9],[0-10],[4-11],[2-8],[2-11],[0-10],[2-7],[0-4],[0-5],[0-7],[0-4],[0-8],[1-5],[0-4],[0-8],[0-8],[0-8],[0-8],[1-7],[2-8],[2-8],[1-8],[0-8],[2-7],[1-7],[1-5],[0-8],[0-7],[1-9],[1-10],[0-9],[1-10],aab,Group: 31
P366,[0-8],[0-8],[2-8],[0-8],[0-6],[2-8],[2-6],[1-12],[1-7],[1-9],[1-8],[1-6],[1-9],[1-8],[1-8],[1-7],[0-4],[1-7],[0-8],[2-10],[0-9],[0-10],[4-11],[2-8],[2-11],[0-10],[2-7],[0-4],[0-5],[0-7],[0-4],[0-8],[1-5],[0-4],[0-8],[0-8],[0-8],[0-8],[1-7],[2-8],[2-8],[1-8],[0-8],[2-7],[1-7],[1-5],[0-8],[0-7],[1-9],[1-10],[0-9],[1-10],aab,Group: 31
P151,[0-21],[0-36],[0-44],[0-47],[0-26],[0-33],[0-30],[0-27],[0-37],[0-34],[1-41],[1-45],[0-41],[0-36],[0-37],[0-43],[0-44],[0-44],[0-35],[0-33],[0-52],[0-40],[0-48],[0-30],[0-36],[0-23],[0-28],[0-22],[0-39],[0-35],[0-17],[0-40],[0-43],[1-36],[0-37],[0-46],[0-30],[0-35],[0-39],[0-38],[0-36],[0-28],[0-29],[0-29],[0-35],[0-41],[0-30],[0-31],[0-35],[0-38],[0-30],[0-22],baa,Group: 79
P489,[0-21],[0-36],[0-44],[0-47],[0-26],[0-33],[0-30],[0-27],[0-37],[0-34],[1-41],[1-45],[0-41],[0-36],[0-37],[0-43],[0-44],[0-44],[0-35],[0-33],[0-52],[0-40],[0-48],[0-30],[0-36],[0-23],[0-28],[0-22],[0-39],[0-35],[0-17],[0-40],[0-43],[1-36],[0-37],[0-46],[0-30],[0-35],[0-39],[0-38],[0-36],[0-28],[0-29],[0-29],[0-35],[0-41],[0-30],[0-31],[0-35],[0-38],[0-30],[0-22],baa,Group: 79
P158,[0-8],[0-8],[2-8],[0-8],[0-6],[2-8],[2-6],[1-12],[1-7],[1-9],[1-8],[1-6],[1-9],[1-8],[1-8],[1-7],[0-4],[1-7],[0-8],[2-10],[0-9],[0-10],[4-11],[2-8],[2-11],[0-10],[2-7],[0-4],[0-5],[0-7],[0-4],[0-8],[1-5],[0-4],[0-8],[0-8],[0-8],[0-8],[1-7],[2-8],[2-8],[1-8],[0-8],[2-7],[1-7],[1-5],[0-8],[0-7],[1-9],[1-10],[0-9],[1-10],baa,Group: 31
P401,[0-8],[0-8],[2-8],[0-8],[0-6],[2-8],[2-6],[1-12],[1-7],[1-9],[1-8],[1-6],[1-9],[1-8],[1-8],[1-7],[0-4],[1-7],[0-8],[2-10],[0-9],[0-10],[4-11],[2-8],[2-11],[0-10],[2-7],[0-4],[0-5],[0-7],[0-4],[0-8],[1-5],[0-4],[0-8],[0-8],[0-8],[0-8],[1-7],[2-8],[2-8],[1-8],[0-8],[2-7],[1-7],[1-5],[0-8],[0-7],[1-9],[1-10],[0-9],[1-10],baa,Group: 31
P343,[0-8],[0-8],[2-8],[0-8],[0-6],[2-8],[2-6],[1-12],[1-7],[1-9],[1-8],[1-6],[1-9],[1-8],[1-8],[1-7],[0-4],[1-7],[0-8],[2-10],[0-9],[0-10],[4-11],[2-8],[2-11],[0-10],[2-7],[0-4],[0-5],[0-7],[0-4],[0-8],[1-5],[0-4],[0-8],[0-8],[0-8],[0-8],[1-7],[2-8],[2-8],[1-8],[0-8],[2-7],[1-7],[1-5],[0-8],[0-7],[1-9],[1-10],[0-9],[1-10],abb,Group: 31
P301,[0-8],[0-8],[2-8],[0-8],[0-6],[2-8],[2-6],[1-12],[1-7],[1-9],[1-8],[1-6],[1-9],[1-8],[1-8],[1-7],[0-4],[1-7],[0-8],[2-10],[0-9],[0-10],[4-11],[2-8],[2-11],[0-10],[2-7],[0-4],[0-5],[0-7],[0-4],[0-8],[1-5],[0-4],[0-8],[0-8],[0-8],[0-8],[1-7],[2-8],[2-8],[1-8],[0-8],[2-7],[1-7],[1-5],[0-8],[0-7],[1-9],[1-10],[0-9],[1-10],abb,Group: 31
P392,[0-8],[0-8],[2-8],[0-8],[0-6],[2-8],[2-6],[1-12],[1-7],[1-9],[1-8],[1-6],[1-9],[1-8],[1-8],[1-7],[0-4],[1-7],[0-8],[2-10],[0-9],[0-10],[4-11],[2-8],[2-11],[0-10],[2-7],[0-4],[0-5],[0-7],[0-4],[0-8],[1-5],[0-4],[0-8],[0-8],[0-8],[0-8],[1-7],[2-8],[2-8],[1-8],[0-8],[2-7],[1-7],[1-5],[0-8],[0-7],[1-9],[1-10],[0-9],[1-10],abb,Group: 31
P675,[0-8],[0-8],[2-8],[0-8],[0-6],[2-8],[2-6],[1-12],[1-7],[1-9],[1-8],[1-6],[1-9],[1-8],[1-8],[1-7],[0-4],[1-7],[0-8],[2-10],[0-9],[0-10],[4-11],[2-8],[2-11],[0-10],[2-7],[0-4],[0-5],[0-7],[0-4],[0-8],[1-5],[0-4],[0-8],[0-8],[0-8],[0-8],[1-7],[2-8],[2-8],[1-8],[0-8],[2-7],[1-7],[1-5],[0-8],[0-7],[1-9],[1-10],[0-9],[1-10],abb,Group: 31
P806,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],aab,Group: 32
P207,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],aab,Group: 32
P814,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],abb,Group: 32
P368,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],abb,Group: 32
P484,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],baa,Group: 32
P124,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],baa,Group: 32
P359,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],abb,Group: 32
P799,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],abb,Group: 32
P803,[0-5],[2-6],[0-8],[3-7],[0-10],[2-5],[1-7],[1-8],[0-7],[1-7],[3-11],[2-11],[2-10],[2-9],[3-7],[2-10],[3-8],[2-10],[3-7],[2-9],[1-6],[1-11],[3-10],[1-12],[4-10],[4-12],[0-6],[0-6],[0-10],[1-9],[0-7],[1-9],[2-6],[1-6],[1-6],[1-8],[1-8],[1-8],[2-9],[1-6],[1-6],[2-8],[3-9],[0-11],[2-7],[1-9],[0-8],[3-9],[1-8],[2-16],[2-11],[2-12],abb,Group: 32
P321,[1-8],[2-7],[0-9],[1-9],[1-9],[2-8],[1-10],[4-12],[0-12],[1-9],[3-10],[2-11],[2-9],[1-9],[0-9],[2-12],[3-7],[1-7],[2-12],[1-8],[0-7],[1-7],[0-7],[1-8],[2-7],[2-9],[0-5],[0-5],[0-10],[1-6],[2-8],[1-8],[0-7],[1-5],[1-5],[1-7],[2-9],[0-8],[2-6],[1-5],[2-6],[0-6],[1-10],[0-6],[1-8],[1-7],[0-11],[1-6],[1-6],[2-9],[2-8],[2-9],bab,Group: 45
P497,[1-8],[2-7],[0-9],[1-9],[1-9],[2-8],[1-10],[4-12],[0-12],[1-9],[3-10],[2-11],[2-9],[1-9],[0-9],[2-12],[3-7],[1-7],[2-12],[1-8],[0-7],[1-7],[0-7],[1-8],[2-7],[2-9],[0-5],[0-5],[0-10],[1-6],[2-8],[1-8],[0-7],[1-5],[1-5],[1-7],[2-9],[0-8],[2-6],[1-5],[2-6],[0-6],[1-10],[0-6],[1-8],[1-7],[0-11],[1-6],[1-6],[2-9],[2-8],[2-9],bab,Group: 45
P580,[1-8],[2-7],[0-9],[1-9],[1-9],[2-8],[1-10],[4-12],[0-12],[1-9],[3-10],[2-11],[2-9],[1-9],[0-9],[2-12],[3-7],[1-7],[2-12],[1-8],[0-7],[1-7],[0-7],[1-8],[2-7],[2-9],[0-5],[0-5],[0-10],[1-6],[2-8],[1-8],[0-7],[1-5],[1-5],[1-7],[2-9],[0-8],[2-6],[1-5],[2-6],[0-6],[1-10],[0-6],[1-8],[1-7],[0-11],[1-6],[1-6],[2-9],[2-8],[2-9],bab,Group: 45
P767,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P449,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P696,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P589,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P738,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P283,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P601,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P810,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P418,[0-0],[0-1],[0-2],[0-3],[0-2],[0-2],[0-2],[0-2],[0-2],[0-2],[0-1],[0-2],[0-1],[0-3],[0-3],[0-2],[0-2],[0-3],[0-3],[0-2],[0-2],[0-2],[0-4],[0-6],[0-4],[0-4],[0-4],[0-3],[0-3],[0-4],[0-2],[0-5],[0-3],[0-4],[0-4],[0-4],[0-3],[0-2],[0-2],[0-4],[0-2],[0-3],[0-4],[0-7],[0-3],[0-5],[0-5],[0-2],[0-6],[0-6],[0-5],[0-8],abb,Group: 33
P769,[0-2],[0-1],[0-7],[0-5],[0-3],[0-3],[0-5],[0-5],[0-3],[0-3],[0-3],[0-3],[0-2],[0-5],[0-4],[0-4],[0-3],[0-3],[0-6],[0-3],[0-3],[0-4],[0-4],[0-8],[0-5],[0-6],[0-3],[0-3],[0-3],[0-2],[0-2],[0-2],[0-3],[0-4],[0-2],[0-5],[0-2],[0-3],[0-2],[0-5],[0-4],[0-3],[0-6],[0-7],[0-4],[0-2],[0-6],[0-3],[0-4],[0-3],[0-5],[0-9],abb,Group: 34
P807,[0-2],[0-1],[0-7],[0-5],[0-3],[0-3],[0-5],[0-5],[0-3],[0-3],[0-3],[0-3],[0-2],[0-5],[0-4],[0-4],[0-3],[0-3],[0-6],[0-3],[0-3],[0-4],[0-4],[0-8],[0-5],[0-6],[0-3],[0-3],[0-3],[0-2],[0-2],[0-2],[0-3],[0-4],[0-2],[0-5],[0-2],[0-3],[0-2],[0-5],[0-4],[0-3],[0-6],[0-7],[0-4],[0-2],[0-6],[0-3],[0-4],[0-3],[0-5],[0-9],abb,Group: 34
